,id,e1,r1,e2,r2,e3,e1_label,e2_label,e3_label,e1_aliases,e2_aliases,e3_aliases,e1_type,r1_type,e2_type,r2_type,e3_type,e1_popularity,e2_popularity,e3_popularity,r1_template,r2_template,source_prompt,first_hop_correct,second_hop_correct,composition_correct,entity_shortcut_correct,relation_shortcut_correct
388,48877,Q607685,P22,Q4593,P25,Q1149,Priyanka Vadra,Rajiv Gandhi,Indira Gandhi,"['Priyanka G Vadra', 'Priyanka Gandhi', 'Priyanka Gandhi Vadra']",['Rajiv  Gandhi'],"['Gandhi Indira', 'Indira Ghandi', 'Indira Nehru', 'Indira Priyadarshini Gandhi', 'Indira Priyadarshini Nehru', 'Nehru Indira', 'Indira Feroze Gandhi']",human,father,human,mother,human,1903.0,4448.0,7294.0,the father of {},the mother of {},the mother of the father of Priyanka Vadra is,True,True,False,False,False
382,49332,Q4427935,P50,Q5617,P800,Q2594423,Laüstic,Marie de France,Lais of Marie de France,['The nightingale'],"['Marie', 'Marie of France', 'Mary of Normandy']",['Lays of Marie de France'],literary work,author,human,notable work,literary work,17.0,135.0,49.0,the author of {},the most notable work of {},the most notable work of the author of Laüstic is,True,True,False,False,False
100,51560,Q541644,P27,Q55,P36,Q727,Joachim Wtewael,Netherlands,Amsterdam,"['den ouden Uyttenwael', 'den ouden Uyttewael', 'J. A. Uytewael', 'j. uetewael', 'J. Uitewaal', 'J. Uytewael', 'J. Uyttewaal', 'J. Wte. Wael', 'J. Wtewael', 'J. Wttewael', 'J.P. WteWall', 'Joach : Uytenwael', 'Joachem Uitewaal', 'Joachhim Wt de Wael', 'Joachim Anthoniesz. Wtewael', 'Joachim Anthonisz Uijttewael', 'Joachim Anthonisz Uytewael', 'Joachim Anthonisz Uyttewael', 'Joachim Anthonisz Vyttewael', 'Joachim Anthonisz Wtewael', 'Joachim Anthonisz. Utenwael', 'Joachim Anthonisz. Uytewael', 'Joachim Anthonisz. van Wttewael', 'Joachim Anthonisz. Wtewael', 'Joachim Anthonisz. Wttewael', 'Joachim Antonisz Uytenwael', 'Joachim Antonisz Uytewael', 'Joachim Antonisz Wtewael', 'Joachim Antonisz. Utenwael', 'Joachim Antonisz. Uytewael', 'Joachim Antonisz. Wittewael', 'Joachim Antonisz. Wtenwael', 'Joachim Antonisz. Wtewael', 'Joachim Antonisz. Wttewael', 'Joachim Tonisz. Wttewaal', 'Joachim Utenwael', 'Joachim Uyten Wael', 'Joachim Uytenael', 'joachim uytenvael', 'Joachim Uytenwaal', 'Joachim Uytenwael', 'joachim uytevael', 'Joachim Uytewael', 'Joachim Uyttewael', 'Joachim Wittewael', 'Joachim Wten Wael', 'Joachim Wtenwael', 'Joachim Wttewael', 'Jochem Uutdewael', 'Jochem Uytewael', 'Jochem Uyttewael', 'Jochum Actueel', 'Jochum Uutewael', 'Jochum Wttewael', 'Joghem Uytewaal', 'Juchem Wtdewael', 'Odevvald', 'Ouden Uttewael', 'ouden Wttewael', 'Udewael', 'Uijttewael', 'Uitewaal', 'uitewael j.', 'Uten Wael', 'Uterwael', 'Utiwalt', 'Uttewael', 'Uutewael', 'Uytenwael', 'Uyterwael', 'Uytewael', 'Uyttenwael', 'Uyttervael', 'Uyttewael', 'Vyttewael', 'W. Wael', 'Witwail', 'Wtewael', 'Wttewael']","['NL', 'Holland', 'Nederland', 'Dutch', 'NED', 'nl', 'the Netherlands', '🇳🇱', 'Netherlands (after 1945)']","['Amsterdam, Netherlands', ""A'dam"", 'Amsterdam, NL', 'Mokum']",human,country of citizenship,country,capital,city,41.0,12503.0,4885.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Joachim Wtewael is,True,True,False,False,False
105,52022,Q432309,P27,Q258,P36,Q3926,Musetta Vander,South Africa,Pretoria,['Musetta van DER merwe'],"['Mzanzi', 'SA', 'za', 'R.S.A.', 'RSA', '🇿🇦', 'Republic of South Africa', 'zaf']","['ePitoli', 'Pretoria, Gauteng', 'Pretoria, Gauteng, South Africa', 'Pretoria, S Africa', 'Pretoria, S. Africa', 'Pretoria, South Africa']",human,country of citizenship,country,capital,city,244.0,12039.0,1831.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Musetta Vander is,True,True,False,False,False
51,53481,Q38676,P159,Q172,P112,Q561352,Agnico-Eagle Mines,Toronto,John Graves Simcoe,['Agnico Eagle Mines Limited'],"['Toronto, Canada', 'Hogtown', 'The Six', 'City of Toronto', 'Toronto, Ontario', 'T-O', 'The 416', 'Toronto, ON']",['Lt. Col. Simcoe'],public company,headquarters location,city,founded by,human,74.0,5225.0,171.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Agnico-Eagle Mines is,True,True,False,False,False
85,53482,Q165684,P159,Q172,P112,Q561352,Rogers Communications,Toronto,John Graves Simcoe,['Rogers Communications Inc.'],"['Toronto, Canada', 'Hogtown', 'The Six', 'City of Toronto', 'Toronto, Ontario', 'T-O', 'The 416', 'Toronto, ON']",['Lt. Col. Simcoe'],public company,headquarters location,city,founded by,human,650.0,5225.0,171.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Rogers Communications is,True,True,False,False,False
44,53485,Q835456,P159,Q172,P112,Q561352,Sun Life Financial,Toronto,John Graves Simcoe,"['SLF', 'Sun Life Assurance Company of Canada', 'Sun Life Financial Inc.', 'Sun Life of Canada', 'The Sun Insurance Co. of Montreal']","['Toronto, Canada', 'Hogtown', 'The Six', 'City of Toronto', 'Toronto, Ontario', 'T-O', 'The 416', 'Toronto, ON']",['Lt. Col. Simcoe'],public company,headquarters location,city,founded by,human,272.0,5225.0,171.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Sun Life Financial is,True,True,False,False,False
49,53487,Q907435,P159,Q172,P112,Q561352,Onex Corporation,Toronto,John Graves Simcoe,['Onex'],"['Toronto, Canada', 'Hogtown', 'The Six', 'City of Toronto', 'Toronto, Ontario', 'T-O', 'The 416', 'Toronto, ON']",['Lt. Col. Simcoe'],public company,headquarters location,city,founded by,human,210.0,5225.0,171.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Onex Corporation is,True,True,False,False,False
82,53488,Q908324,P159,Q172,P112,Q561352,Brookfield Asset Management,Toronto,John Graves Simcoe,"['Brookfield', 'Brookfield Asset Management Inc.']","['Toronto, Canada', 'Hogtown', 'The Six', 'City of Toronto', 'Toronto, Ontario', 'T-O', 'The 416', 'Toronto, ON']",['Lt. Col. Simcoe'],public company,headquarters location,city,founded by,human,395.0,5225.0,171.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Brookfield Asset Management is,True,True,False,False,False
77,53498,Q274372,P159,Q1410,P38,Q41429,888 Holdings,Gibraltar,Gibraltar pound,"['888', '888 Holdings plc', '888.com', 'VGDSL']","['gi', 'Gib', 'The Rock of Gibraltar', '🇬🇮']",['GIP'],public company,headquarters location,city,currency,currency,112.0,4610.0,96.0,the headquarters location of {},the currency of {},the currency of the headquarters location of 888 Holdings is,True,True,False,False,False
57,53506,Q482447,P159,Q1410,P38,Q41429,bwin.party digital entertainment,Gibraltar,Gibraltar pound,['bwin'],"['gi', 'Gib', 'The Rock of Gibraltar', '🇬🇮']",['GIP'],public company,headquarters location,city,currency,currency,26.0,4610.0,96.0,the headquarters location of {},the currency of {},the currency of the headquarters location of bwin.party digital entertainment is,True,True,False,False,False
61,53529,Q611064,P159,Q1861,P112,Q310992,Charoen Pokphand,Bangkok,Buddha Yodfa Chulaloke,['Charoen Pokphand Group'],"['Krung Thep', 'Krung Thep Maha Nakhon', 'Bangkok, Thailand', 'Krungthepmahanakhon Amonrattanakosin Mahintharayutthaya Mahadilokphop Noppharatratchathaniburirom Udomratchaniwetmahasathan Amonphimanawatansathit Sakkathattiyawitsanukamprasit', ""Sia-Yut'hia""]","['Zheng Hua', 'Chao Phraya Chakri', 'King Rama 1', 'King Rama 1 of Thailand', 'King Rama I', 'King Rama I of Thailand', 'Phra Phutthayotfa Chulalok', 'Rama I', 'Thongduang']",public company,headquarters location,city,founded by,human,399.0,4160.0,327.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Charoen Pokphand is,True,True,False,False,False
41,53530,Q962865,P159,Q1861,P112,Q310992,Krungthai Bank,Bangkok,Buddha Yodfa Chulaloke,"['Krung Thai Bank', 'KTB']","['Krung Thep', 'Krung Thep Maha Nakhon', 'Bangkok, Thailand', 'Krungthepmahanakhon Amonrattanakosin Mahintharayutthaya Mahadilokphop Noppharatratchathaniburirom Udomratchaniwetmahasathan Amonphimanawatansathit Sakkathattiyawitsanukamprasit', ""Sia-Yut'hia""]","['Zheng Hua', 'Chao Phraya Chakri', 'King Rama 1', 'King Rama 1 of Thailand', 'King Rama I', 'King Rama I of Thailand', 'Phra Phutthayotfa Chulalok', 'Rama I', 'Thongduang']",public company,headquarters location,city,founded by,human,210.0,4160.0,327.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Krungthai Bank is,True,True,False,False,False
46,53532,Q1477681,P159,Q1861,P112,Q310992,Thaicom,Bangkok,Buddha Yodfa Chulaloke,['Thaicom Public Company Limited'],"['Krung Thep', 'Krung Thep Maha Nakhon', 'Bangkok, Thailand', 'Krungthepmahanakhon Amonrattanakosin Mahintharayutthaya Mahadilokphop Noppharatratchathaniburirom Udomratchaniwetmahasathan Amonphimanawatansathit Sakkathattiyawitsanukamprasit', ""Sia-Yut'hia""]","['Zheng Hua', 'Chao Phraya Chakri', 'King Rama 1', 'King Rama 1 of Thailand', 'King Rama I', 'King Rama I of Thailand', 'Phra Phutthayotfa Chulalok', 'Rama I', 'Thongduang']",public company,headquarters location,city,founded by,human,12.0,4160.0,327.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Thaicom is,True,True,False,False,False
39,53597,Q6526282,P27,Q14773,P38,Q241214,Angela Leong,Macau,Macanese pataca,"['Angela Leong On Kei', 'Angela Leong On-kei']","['Macao', 'MO', 'Aomen', 'Macao SAR', 'Macao SAR, China', 'Macao Special Administrative Region', ""Macao Special Administrative Region of the People's Republic of China"", 'Macau SAR', 'Macau SAR, China', 'Macau Special Administrative Region', ""Macau Special Administrative Region of the People's Republic of China"", '🇲🇴', 'Macao S.A.R.']","['MOP', 'MOP$']",human,country of citizenship,city,currency,currency,21.0,5420.0,239.0,the country of citizenship of {},the currency of {},the currency of the country of citizenship of Angela Leong is,True,True,False,False,False
66,53664,Q509255,P159,Q36091,P112,Q2372191,Buffalo Wild Wings,Minneapolis,John H. Stevens,"['BW3', 'B-Dubs', 'Buffalo Wild Wings & Weck']","['Minneapolis, Minnesota', 'Minneapolis, MN']","['John Stevens', 'John Harrington Stevens']",public company,headquarters location,city,founded by,human,472.0,2304.0,5.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Buffalo Wild Wings is,True,True,False,False,False
62,53668,Q682047,P740,Q36091,P112,Q2372191,SuperValu,Minneapolis,John H. Stevens,"['SuperValu, Inc.']","['Minneapolis, Minnesota', 'Minneapolis, MN']","['John Stevens', 'John Harrington Stevens']",public company,location of formation,city,founded by,human,133.0,2304.0,5.0,the location of formation of {},the founder of {},the founder of the location of formation of SuperValu is,True,True,False,False,False
58,53693,Q450420,P159,Q2887,P112,Q203534,Entel Chile,Santiago,Pedro de Valdivia,['Empresa Nacional de Telecomunicaiones SA'],"['Santiago, Chile', 'Santiago de Chile', 'Greater Santiago']",['Pedro Gutiérrez de Valdivia'],public company,headquarters location,city,founded by,human,25.0,1397.0,83.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Entel Chile is,True,True,False,False,False
79,53694,Q649178,P740,Q2887,P112,Q203534,LATAM Airlines,Santiago,Pedro de Valdivia,"['LAN', 'LAN Airlines', 'LAN Chile']","['Santiago, Chile', 'Santiago de Chile', 'Greater Santiago']",['Pedro Gutiérrez de Valdivia'],public company,location of formation,city,founded by,human,769.0,1397.0,83.0,the location of formation of {},the founder of {},the founder of the location of formation of LATAM Airlines is,True,True,False,False,False
43,53695,Q918206,P159,Q2887,P112,Q203534,Enel Américas,Santiago,Pedro de Valdivia,['Enersis'],"['Santiago, Chile', 'Santiago de Chile', 'Greater Santiago']",['Pedro Gutiérrez de Valdivia'],public company,headquarters location,city,founded by,human,10.0,1397.0,83.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Enel Américas is,True,True,False,False,False
63,53696,Q1140278,P740,Q2887,P112,Q203534,Quilapayún,Santiago,Pedro de Valdivia,['Quilapayun'],"['Santiago, Chile', 'Santiago de Chile', 'Greater Santiago']",['Pedro Gutiérrez de Valdivia'],musical group,location of formation,city,founded by,human,26.0,1397.0,83.0,the location of formation of {},the founder of {},the founder of the location of formation of Quilapayún is,True,True,False,False,False
40,53697,Q1321868,P740,Q2887,P112,Q203534,LATAM Airlines Group,Santiago,Pedro de Valdivia,"['LATAM', 'LATAM Airlines', 'LATAM Air', 'LATAM Airlines Group S.A.']","['Santiago, Chile', 'Santiago de Chile', 'Greater Santiago']",['Pedro Gutiérrez de Valdivia'],public company,location of formation,city,founded by,human,332.0,1397.0,83.0,the location of formation of {},the founder of {},the founder of the location of formation of LATAM Airlines Group is,True,True,False,False,False
38,53703,Q646546,P740,Q18383,P112,Q391591,Math the Band,Providence,Roger Williams,"['Math', 'Math the Band the Band', 'Matt the Band']","['Providence, Rhode Island', 'Providence, RI', 'City of Providence, Rhode Island', 'Providence, R.I.']","['Rev. Roger Williams, Founder of Rhode Island', 'Rodzher Uilʹi︠a︡ms', 'Rogerius Williams']",musical group,location of formation,city,founded by,human,20.0,1609.0,336.0,the location of formation of {},the founder of {},the founder of the location of formation of Math the Band is,True,True,False,False,False
83,53705,Q4119347,P740,Q18383,P112,Q391591,A. T. Cross Company,Providence,Roger Williams,['A.T. Cross Company'],"['Providence, Rhode Island', 'Providence, RI', 'City of Providence, Rhode Island', 'Providence, R.I.']","['Rev. Roger Williams, Founder of Rhode Island', 'Rodzher Uilʹi︠a︡ms', 'Rogerius Williams']",public company,location of formation,city,founded by,human,56.0,1609.0,336.0,the location of formation of {},the founder of {},the founder of the location of formation of A. T. Cross Company is,True,True,False,False,False
53,53706,Q4635982,P159,Q18383,P112,Q391591,38 Studios,Providence,Roger Williams,['3G Studios'],"['Providence, Rhode Island', 'Providence, RI', 'City of Providence, Rhode Island', 'Providence, R.I.']","['Rev. Roger Williams, Founder of Rhode Island', 'Rodzher Uilʹi︠a︡ms', 'Rogerius Williams']",video game developer,headquarters location,city,founded by,human,106.0,1609.0,336.0,the headquarters location of {},the founder of {},the founder of the headquarters location of 38 Studios is,True,True,False,False,False
55,53707,Q7888979,P159,Q18383,P112,Q391591,United Natural Foods,Providence,Roger Williams,"['UNFI', 'United Natural Foods, Inc.']","['Providence, Rhode Island', 'Providence, RI', 'City of Providence, Rhode Island', 'Providence, R.I.']","['Rev. Roger Williams, Founder of Rhode Island', 'Rodzher Uilʹi︠a︡ms', 'Rogerius Williams']",public company,headquarters location,city,founded by,human,117.0,1609.0,336.0,the headquarters location of {},the founder of {},the founder of the headquarters location of United Natural Foods is,True,True,False,False,False
78,53708,Q22909601,P159,Q66485,P112,Q2392864,Vaibhav Global,Jaipur,Jai Singh II,"['VGL', 'Vaibhav Gems Limited', 'Vaibhav Global Limited']",['Pink City'],"['maharaja of Jaipur Jai Singh II', 'Maharaja of Jaipur Jai Singh II', 'Maharaja Sawai Jai Singh II', 'Majaraja Jai Singh II', 'Raja Jai Singh II', 'Sawai Jai Singh', 'Sawai Jai Singh II']",public company,headquarters location,city,founded by,human,41.0,2091.0,265.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Vaibhav Global is,True,True,False,False,False
73,53709,Q392221,P159,Q43668,P112,Q918990,Brown-Forman,Louisville,George Rogers Clark,['Brown-Forman Corporation'],"['Louisville, Kentucky', 'Louisville, KY', 'Derby City']",['Brig. Gen. George Rogers Clark'],public company,headquarters location,city,founded by,human,330.0,1839.0,286.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Brown-Forman is,True,True,False,False,False
71,53710,Q921363,P159,Q43668,P112,Q918990,Kindred Healthcare,Louisville,George Rogers Clark,['Kindred at Home'],"['Louisville, Kentucky', 'Louisville, KY', 'Derby City']",['Brig. Gen. George Rogers Clark'],public company,headquarters location,city,founded by,human,42.0,1839.0,286.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Kindred Healthcare is,True,True,False,False,False
70,53712,Q5017084,P159,Q43668,P112,Q918990,CafePress,Louisville,George Rogers Clark,"['Cafe Press', 'CafePress, Inc.']","['Louisville, Kentucky', 'Louisville, KY', 'Derby City']",['Brig. Gen. George Rogers Clark'],public company,headquarters location,city,founded by,human,19.0,1839.0,286.0,the headquarters location of {},the founder of {},the founder of the headquarters location of CafePress is,True,True,False,False,False
42,53717,Q498746,P159,Q397905,P112,Q6142475,W. R. Grace and Company,Columbia,James Rouse,"['W. R. Grace & Co.- Conn', 'W.R. Grace & Co.']","['Columbia, Maryland', 'Columbia, MD']","['James W. Rouse', 'James Wilson Rouse']",public company,headquarters location,city,founded by,human,166.0,356.0,166.0,the headquarters location of {},the founder of {},the founder of the headquarters location of W. R. Grace and Company is,True,True,False,False,False
75,53720,Q7761625,P159,Q397905,P112,Q6142475,The Rouse Company,Columbia,James Rouse,"['James W. Rouse & Company, Inc.', 'Rouse & Co.', 'Rouse Company', 'W.V. Rouse & Co.', 'W.V. Rouse Associates, Ltd']","['Columbia, Maryland', 'Columbia, MD']","['James W. Rouse', 'James Wilson Rouse']",public company,headquarters location,city,founded by,human,70.0,356.0,166.0,the headquarters location of {},the founder of {},the founder of the headquarters location of The Rouse Company is,True,True,False,False,False
48,53721,Q55948312,P159,Q397905,P112,Q6142475,Tenable Network Security,Columbia,James Rouse,"['Renaud Deraison', 'Tenable Network Security, Inc', 'Tenable, Inc.']","['Columbia, Maryland', 'Columbia, MD']","['James W. Rouse', 'James Wilson Rouse']",public company,headquarters location,city,founded by,human,91.0,356.0,166.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Tenable Network Security is,True,True,False,False,False
607,53817,Q279103,P800,Q49617,P50,Q312915,Pierre De Geyter,The Internationale,Eugène Pottier,"['Petrus Christianus De Geyter', 'Pierre Chrétien De Geyter']",['Internationale'],"['Eugene Edine Pottier', 'Eugène Edine Pottier', 'Eugene Pottier']",human,notable work,musical work/composition,author,human,21.0,761.0,25.0,the most notable work of {},the author of {},the author of the most notable work of Pierre De Geyter is,True,True,False,False,False
608,53818,Q312915,P800,Q49617,P86,Q279103,Eugène Pottier,The Internationale,Pierre De Geyter,"['Eugene Edine Pottier', 'Eugène Edine Pottier', 'Eugene Pottier']",['Internationale'],"['Petrus Christianus De Geyter', 'Pierre Chrétien De Geyter']",human,notable work,musical work/composition,composer,human,25.0,761.0,21.0,the most notable work of {},the composer of {},the composer of the most notable work of Eugène Pottier is,True,True,False,False,False
610,53819,Q279103,P800,Q49617,P495,Q142,Pierre De Geyter,The Internationale,France,"['Petrus Christianus De Geyter', 'Pierre Chrétien De Geyter']",['Internationale'],"['Republic of France', 'the Hexagon', 'French Republic', 'FRA', 'fr', 'FR']",human,notable work,musical work/composition,country of origin,country,21.0,761.0,12685.0,the most notable work of {},the country of origin of {},the country of origin of the most notable work of Pierre De Geyter is,True,True,False,False,False
609,53907,Q230470,P800,Q161402,P86,Q448644,Connie Talbot,Over the Rainbow,Harold Arlen,['Connie Victoria Elizabeth Talbot'],"['Somewhere Over the Rainbow', 'Over The Rainbow', '(Somewhere) Over the Rainbow']","['Harold Arluck', 'Hyman Arluck']",human,notable work,musical work/composition,composer,human,217.0,1461.0,262.0,the most notable work of {},the composer of {},the composer of the most notable work of Connie Talbot is,True,True,False,False,False
611,53909,Q230470,P800,Q161402,P495,Q30,Connie Talbot,Over the Rainbow,United States of America,['Connie Victoria Elizabeth Talbot'],"['Somewhere Over the Rainbow', 'Over The Rainbow', '(Somewhere) Over the Rainbow']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",human,notable work,musical work/composition,country of origin,country,217.0,1461.0,43712.0,the most notable work of {},the country of origin of {},the country of origin of the most notable work of Connie Talbot is,True,True,False,False,False
614,53990,Q2129867,P800,Q387590,P175,Q104358,Ram Ramirez,Lover Man,Billie Holiday,"['Roger ""Ram"" Ramirez', 'Roger J. Ramirez', 'Roger Ramirez']","['Lover Man (Oh, Where Can You Be?)']","['Lady Day', 'Eleanora Fagan', 'Eleanora Fagan Gough', 'Eleanora Harris']",human,notable work,musical work/composition,performer,human,5.0,29.0,2538.0,the most notable work of {},the performer of {},the performer of the most notable work of Ram Ramirez is,True,True,False,False,False
615,53992,Q2129867,P800,Q387590,P86,Q1457252,Ram Ramirez,Lover Man,Jimmy Sherman,"['Roger ""Ram"" Ramirez', 'Roger J. Ramirez', 'Roger Ramirez']","['Lover Man (Oh, Where Can You Be?)']","['James Sherman', 'James Benjamin Sherman']",human,notable work,musical work/composition,composer,human,5.0,29.0,1.0,the most notable work of {},the composer of {},the composer of the most notable work of Ram Ramirez is,True,True,False,False,False
612,53995,Q2129867,P800,Q387590,P86,Q20737466,Ram Ramirez,Lover Man,Jimmy Davis,"['Roger ""Ram"" Ramirez', 'Roger J. Ramirez', 'Roger Ramirez']","['Lover Man (Oh, Where Can You Be?)']","['James Edward Davis', 'James Edward ""Jimmy"" Davis', 'Jimmy ""Loverman"" Davis']",human,notable work,musical work/composition,composer,human,5.0,29.0,4.0,the most notable work of {},the composer of {},the composer of the most notable work of Ram Ramirez is,True,True,False,False,False
596,54054,Q88486,P86,Q58381,P740,Q2256,A View to a Kill,Duran Duran,Birmingham,['A View to a Kill: The Computer Game'],['Duran-Duran'],"['Birmingham, England', 'Birmingham, UK', 'Birmingham, West Midlands']",video game,composer,musical group,location of formation,city,0.0,2717.0,3661.0,the composer of {},the location of formation of {},the location of formation of the composer of A View to a Kill is,True,True,False,False,False
602,54075,Q29829024,P175,Q600344,P264,Q193023,The W.S. Walcott Medicine Show,The Band,Capitol Records,"['""The W.S. Walcott Medicine Show""']","['The Hawks', 'The Crackers', 'Canadian Squires', 'Levon and the Hawks', 'The Crackers from Big Pink', 'The Honkies', 'The Levon Helm Sextet', 'The Ron Hawkins Quartet']",['Capitol'],musical work/composition,performer,musical group,record label,record label,4.0,2439.0,805.0,the performer of {},the record label of {},the record label of the performer of The W.S. Walcott Medicine Show is,True,True,False,False,False
593,54091,Q1026811,P175,Q211277,P264,Q3716272,California Dreamin',The Mamas & the Papas,Dunhill,['California Dreaming'],"['Mamas & the Papas', 'Mamas and the Papas', ""The Mama's and the Papa's"", 'The Mamas and the Papas']",['Dunhill Records'],musical work/composition,performer,musical group,record label,record label,1468.0,7353.0,0.0,the performer of {},the record label of {},the record label of the performer of California Dreamin' is,True,True,False,False,False
601,54092,Q1026811,P175,Q211277,P264,Q111031086,California Dreamin',The Mamas & the Papas,IL,['California Dreaming'],"['Mamas & the Papas', 'Mamas and the Papas', ""The Mama's and the Papa's"", 'The Mamas and the Papas']","['IL (label)', 'IL Records']",musical work/composition,performer,musical group,record label,record label,1468.0,7353.0,0.0,the performer of {},the record label of {},the record label of the performer of California Dreamin' is,True,True,False,False,False
595,54157,Q2724968,P175,Q208211,P264,Q438628,Holiday in Cambodia,Dead Kennedys,Alternative Tentacles,['the Pol Pot song'],"['DK Kennedys', 'The Dead Kennedys']",['Alternative Tentacles Records'],musical work/composition,performer,musical group,record label,record label,201.0,1224.0,100.0,the performer of {},the record label of {},the record label of the performer of Holiday in Cambodia is,True,True,False,False,False
598,54181,Q7655509,P175,Q887376,P495,Q145,Sweet Soul Sister,The Cult,United Kingdom,"['""Sweet Soul Sister""']",['Cult'],"['Britain', 'UK', 'G. B.', 'GBR', 'Great Britain', 'GB', 'G.B.', 'United Kingdom of Great Britain and Northern Ireland', 'G B', 'G B R', 'G.B.R.', '🇬🇧', 'Great Britain and Northern Ireland', 'The UK', 'The United Kingdom of Great Britain and Northern Ireland', 'U K', 'U. K.', 'U.K.']",musical work/composition,performer,musical group,country of origin,country,1.0,1181.0,22709.0,the performer of {},the country of origin of {},the country of origin of the performer of Sweet Soul Sister is,True,True,False,False,False
599,54182,Q7655509,P175,Q887376,P740,Q22905,Sweet Soul Sister,The Cult,Bradford,"['""Sweet Soul Sister""']",['Cult'],"['Bradford, Yorkshire']",musical work/composition,performer,musical group,location of formation,city,1.0,1181.0,799.0,the performer of {},the location of formation of {},the location of formation of the performer of Sweet Soul Sister is,True,True,False,False,False
585,54186,Q2313331,P175,Q229496,P740,Q192517,Starstrukk,3OH!3,Boulder,['Star Strukk'],"['three oh! three', 'Three Oh! Three']","['Boulder, CO', 'Boulder, Colorado']",musical work/composition,performer,musical group,location of formation,city,67.0,541.0,722.0,the performer of {},the location of formation of {},the location of formation of the performer of Starstrukk is,True,True,False,False,False
588,54221,Q20001462,P175,Q863573,P740,Q484678,Popstar: Never Stop Never Stopping,The Lonely Island,Berkeley,"['Popstar', 'Conner4real', 'Never Stop Never Stopping', 'Popstar Never Stop Never Stopping']",['Lonely Island'],"['Berkeley, CA', 'Berkeley, California', 'Bkly', 'BURK']",film,performer,musical group,location of formation,city,730.0,1313.0,885.0,the performer of {},the location of formation of {},the location of formation of the performer of Popstar: Never Stop Never Stopping is,True,True,False,False,False
586,54229,Q6153393,P175,Q277230,P495,Q30,True To Your Heart,98 Degrees,United States of America,['True to Your Heart'],"['98 degrees\\', '98*', '98°', '98deg and Rising']","['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",musical work/composition,performer,musical group,country of origin,country,36.0,705.0,43712.0,the performer of {},the country of origin of {},the country of origin of the performer of True To Your Heart is,True,True,False,False,False
770,54443,Q50016,P264,Q513712,P159,Q1490,Emiri Katō,Pony Canyon,Tokyo,"['Emiri Kato', 'Emiri Katou', 'Kato Emiri', 'Katō Emiri', 'Katou Emiri']","['Ponican', 'PONY CANYON INC.', 'Pony Canyon, Inc.']","['Tokio', 'Tokyo, Japan', 'Tokei', 'Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to']",human,record label,record label,headquarters location,city,78.0,155.0,7499.0,the record label of {},the headquarters location of {},the headquarters location of the record label of Emiri Katō is,True,True,False,False,False
772,54449,Q234595,P264,Q513712,P159,Q1490,Aya Ueto,Pony Canyon,Tokyo,['Ueto Aya'],"['Ponican', 'PONY CANYON INC.', 'Pony Canyon, Inc.']","['Tokio', 'Tokyo, Japan', 'Tokei', 'Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to']",human,record label,record label,headquarters location,city,90.0,155.0,7499.0,the record label of {},the headquarters location of {},the headquarters location of the record label of Aya Ueto is,True,True,False,False,False
776,54713,Q484312,P264,Q50595,P112,Q490938,Jinusean,YG Entertainment,Yang Hyun-suk,['JINUSEAN'],"['Y.G Entertainment Inc.', 'YG', 'YGENT']","['Yang Hyun Suk', 'Yang Hyun-Suk']",musical group,record label,record label,founded by,human,69.0,1726.0,541.0,the record label of {},the founder of {},the founder of the record label of Jinusean is,True,True,False,False,False
