model,id,one_hop_a,one_hop_b,two_hop_cot,two_hop_no_cot,two_hop_no_cot_baseline1,two_hop_no_cot_baseline2,two_hop_with_facts_in_context,both_1hops_correct,two_hop_also_correct,two_hop_also_correct_corrected
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,61279,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,62923,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,63805,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,64183,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,64282,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,64901,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,65153,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,66229,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,66504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,67156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,67645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,68079,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,68368,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,69268,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,69371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,69827,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,70049,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,70122,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,70599,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,72384,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,72641,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,72839,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,74484,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,75076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,75296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,75871,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,76339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,76484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,78580,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,79546,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,79580,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,79950,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,80415,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,80963,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,81744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,81963,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,1
